location,property_type,bedrooms,bathrooms,size_sqft,amenities,amenity_score,has_parking,has_pool,has_gym,has_security,has_garden,has_generator,has_borehole,has_staff_quarters,has_aircon,has_internet,price_kes,price_per_sqft,listing_date,month,month_name,is_land,source
Ngong,Bungalow,3,2,1700.7,Garden,1,0,0,0,0,1,0,0,0,0,0,40000.0,23.52,2026-02-22,2,February,0,BuyRentKenya
"Nyari, Westlands",House,2,2,2583.34,Aircon,1,0,0,0,0,0,0,0,0,1,0,275000.0,106.45,2026-02-22,2,February,0,BuyRentKenya
Karen Hardy,House,3,3,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,380000.0,147.1,2026-02-22,2,February,0,BuyRentKenya
"Lake View, Westlands",House,4,3,2583.34,Staff quarters,1,0,0,0,0,0,0,0,1,0,0,550000.0,212.9,2026-02-22,2,February,0,BuyRentKenya
"Thigiri, Westlands",Townhouse,4,5,1722.22,"Aircon, Staff quarters",2,0,0,0,0,0,0,0,1,1,0,299000.0,173.61,2026-02-22,2,February,0,BuyRentKenya
Muthaiga,House,4,4,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,480000.0,185.81,2026-02-22,2,February,0,BuyRentKenya
"Banana, Muchatha and Banana",Townhouse,4,4,3552.09,None,0,0,0,0,0,0,0,0,0,0,0,140000.0,39.41,2026-02-22,2,February,0,BuyRentKenya
"Kitisuru, Westlands",House,5,3,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,350000.0,135.48,2026-02-22,2,February,0,BuyRentKenya
"Spring Valley, Westlands",Townhouse,4,4,1722.22,Staff quarters,1,0,0,0,0,0,0,0,1,0,0,300000.0,174.19,2026-02-22,2,February,0,BuyRentKenya
"Lake View, Westlands",House,5,3,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,570000.0,220.64,2026-02-22,2,February,0,BuyRentKenya
/ month,Townhouse,2,2,1722.22,Garden,1,0,0,0,0,1,0,0,0,0,0,150000.0,87.1,2026-02-22,2,February,0,BuyRentKenya
Lavington,Townhouse,5,5,1722.22,Aircon,1,0,0,0,0,0,0,0,0,1,0,450000.0,261.29,2026-02-22,2,February,0,BuyRentKenya
Lavington,Townhouse,5,5,1722.22,None,0,0,0,0,0,0,0,0,0,0,0,250000.0,145.16,2026-02-22,2,February,0,BuyRentKenya
Lavington,Villa,5,5,3772.75,None,0,0,0,0,0,0,0,0,0,0,0,250000.0,66.26,2026-02-22,2,February,0,BuyRentKenya
Lavington,Townhouse,5,5,1722.22,None,0,0,0,0,0,0,0,0,0,0,0,400000.0,232.26,2026-02-22,2,February,0,BuyRentKenya
"Riverside, Westlands",House,4,4,2583.34,"Aircon, Garden",2,0,0,0,0,1,0,0,0,1,0,300000.0,116.13,2026-02-22,2,February,0,BuyRentKenya
"Kyuna, Westlands",Townhouse,4,4,1722.22,Staff quarters,1,0,0,0,0,0,0,0,1,0,0,250000.0,145.16,2026-02-22,2,February,0,BuyRentKenya
Kileleshwa,Townhouse,5,6,1722.22,Staff quarters,1,0,0,0,0,0,0,0,1,0,0,300000.0,174.19,2026-02-22,2,February,0,BuyRentKenya
Karen,Townhouse,5,5,1722.22,None,0,0,0,0,0,0,0,0,0,0,0,420000.0,243.87,2026-02-22,2,February,0,BuyRentKenya
"Spring Valley, Westlands",Townhouse,4,4,1722.22,None,0,0,0,0,0,0,0,0,0,0,0,260000.0,150.97,2026-02-22,2,February,0,BuyRentKenya
"Lower Kabete, Westlands",Villa,5,6,3772.75,Staff quarters,1,0,0,0,0,0,0,0,1,0,0,600000.0,159.04,2026-02-22,2,February,0,BuyRentKenya
"Runda, Westlands",House,4,4,2583.34,Aircon,1,0,0,0,0,0,0,0,0,1,0,350000.0,135.48,2026-02-22,2,February,0,BuyRentKenya
"Spring Valley, Westlands",House,4,4,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,350000.0,135.48,2026-02-22,2,February,0,BuyRentKenya
"Spring Valley, Westlands",Townhouse,5,5,1722.22,None,0,0,0,0,0,0,0,0,0,0,0,280000.0,162.58,2026-02-22,2,February,0,BuyRentKenya
"Kitisuru, Westlands",House,4,4,2583.34,Staff quarters,1,0,0,0,0,0,0,0,1,0,0,500000.0,193.55,2026-02-22,2,February,0,BuyRentKenya
Lavington,Townhouse,5,7,1722.22,None,0,0,0,0,0,0,0,0,0,0,0,750000.0,435.48,2026-02-22,2,February,0,BuyRentKenya
"Gigiri, Westlands",House,3,3,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,380000.0,147.1,2026-02-22,2,February,0,BuyRentKenya
Karen,House,2,2,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,90000.0,34.84,2026-02-22,2,February,0,BuyRentKenya
"Rosslyn, Westlands",Townhouse,4,4,1722.22,None,0,0,0,0,0,0,0,0,0,0,0,350000.0,203.23,2026-02-22,2,February,0,BuyRentKenya
"Spring Valley, Westlands",Townhouse,3,3,1722.22,Aircon,1,0,0,0,0,0,0,0,0,1,0,300000.0,174.19,2026-02-22,2,February,0,BuyRentKenya
"Runda, Westlands",House,4,4,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,322500.0,124.84,2026-02-22,2,February,0,BuyRentKenya
Karen,House,1,1,2583.34,Garden,1,0,0,0,0,1,0,0,0,0,0,45000.0,17.42,2026-02-22,2,February,0,BuyRentKenya
"Kyuna, Westlands",Townhouse,4,3,1722.22,"Aircon, Staff quarters",2,0,0,0,0,0,0,0,1,1,0,400000.0,232.26,2026-02-22,2,February,0,BuyRentKenya
"Nyari, Westlands",House,5,5,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,578759.0,224.04,2026-02-22,2,February,0,BuyRentKenya
Karen,Villa,5,5,3772.75,None,0,0,0,0,0,0,0,0,0,0,0,450000.0,119.28,2026-02-22,2,February,0,BuyRentKenya
Kiambu Road,Townhouse,4,0,1722.22,None,0,0,0,0,0,0,0,0,0,0,0,350000.0,203.23,2026-02-22,2,February,0,BuyRentKenya
"Runda, Westlands",House,5,5,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,450000.0,174.19,2026-02-22,2,February,0,BuyRentKenya
"Kitisuru, Westlands",Villa,4,4,3772.75,None,0,0,0,0,0,0,0,0,0,0,0,399900.0,106.0,2026-02-22,2,February,0,BuyRentKenya
"Runda, Westlands",Villa,4,4,3772.75,None,0,0,0,0,0,0,0,0,0,0,0,451430.0,119.66,2026-02-22,2,February,0,BuyRentKenya
Lavington,Townhouse,5,0,1722.22,Garden,1,0,0,0,0,1,0,0,0,0,0,425000.0,246.77,2026-02-22,2,February,0,BuyRentKenya
"Membley, Ruiru",House,4,4,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,150000.0,58.06,2026-02-22,2,February,0,BuyRentKenya
Kiambu Road,House,4,4,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,350000.0,135.48,2026-02-22,2,February,0,BuyRentKenya
"Thigiri, Westlands",House,4,4,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,350000.0,135.48,2026-02-22,2,February,0,BuyRentKenya
"Runda, Westlands",House,5,5,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,910000.0,352.26,2026-02-22,2,February,0,BuyRentKenya
"Runda, Westlands",House,4,5,258.33,None,0,0,0,0,0,0,0,0,0,0,0,400000.0,1548.41,2026-02-22,2,February,0,BuyRentKenya
Lavington,House,5,5,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,455000.0,176.13,2026-02-22,2,February,0,BuyRentKenya
"Kitisuru, Westlands",Townhouse,5,6,1722.22,None,0,0,0,0,0,0,0,0,0,0,0,370000.0,214.84,2026-02-22,2,February,0,BuyRentKenya
"Thigiri, Westlands",House,5,2,2583.34,Aircon,1,0,0,0,0,0,0,0,0,1,0,350000.0,135.48,2026-02-22,2,February,0,BuyRentKenya
"Runda, Westlands",House,5,6,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,578000.0,223.74,2026-02-22,2,February,0,BuyRentKenya
Cianda,House,3,3,2583.34,Garden,1,0,0,0,0,1,0,0,0,0,0,110000.0,42.58,2026-02-22,2,February,0,BuyRentKenya
"Runda, Westlands",House,6,6,258.33,None,0,0,0,0,0,0,0,0,0,0,0,400000.0,1548.41,2026-02-22,2,February,0,BuyRentKenya
/ month,House,3,2,2583.34,Garden,1,0,0,0,0,1,0,0,0,0,0,170000.0,65.81,2026-02-22,2,February,0,BuyRentKenya
Lavington,House,4,3,2583.34,"Aircon, Staff quarters",2,0,0,0,0,0,0,0,1,1,0,350000.0,135.48,2026-02-22,2,February,0,BuyRentKenya
Lavington,Townhouse,5,5,269.1,None,0,0,0,0,0,0,0,0,0,0,0,575000.0,2136.75,2026-02-22,2,February,0,BuyRentKenya
Lavington,Townhouse,5,5,139.93,None,0,0,0,0,0,0,0,0,0,0,0,430000.0,3072.97,2026-02-22,2,February,0,BuyRentKenya
Lavington,Townhouse,4,4,139.93,None,0,0,0,0,0,0,0,0,0,0,0,275000.0,1965.27,2026-02-22,2,February,0,BuyRentKenya
"Nyari, Westlands",House,5,4,2583.34,Aircon,1,0,0,0,0,0,0,0,0,1,0,350000.0,135.48,2026-02-22,2,February,0,BuyRentKenya
"Brookside, Westlands",Townhouse,5,5,139.93,None,0,0,0,0,0,0,0,0,0,0,0,380000.0,2715.64,2026-02-22,2,February,0,BuyRentKenya
"Kyuna, Westlands",Townhouse,4,4,139.93,None,0,0,0,0,0,0,0,0,0,0,0,275000.0,1965.27,2026-02-22,2,February,0,BuyRentKenya
Lavington,Townhouse,6,7,8234.38,None,0,0,0,0,0,0,0,0,0,0,0,440000.0,53.43,2026-02-22,2,February,0,BuyRentKenya
"Riverside, Westlands",House,3,3,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,200000.0,77.42,2026-02-22,2,February,0,BuyRentKenya
"Kyuna, Westlands",Townhouse,5,5,139.93,None,0,0,0,0,0,0,0,0,0,0,0,375000.0,2679.91,2026-02-22,2,February,0,BuyRentKenya
"Lower Kabete, Westlands",Townhouse,5,5,53.82,None,0,0,0,0,0,0,0,0,0,0,0,710000.0,13192.12,2026-02-22,2,February,0,BuyRentKenya
"Rosslyn, Westlands",Townhouse,5,5,53.82,None,0,0,0,0,0,0,0,0,0,0,0,650000.0,12077.29,2026-02-22,2,February,0,BuyRentKenya
"Runda, Westlands",House,5,5,53.82,None,0,0,0,0,0,0,0,0,0,0,0,980000.0,18208.84,2026-02-22,2,February,0,BuyRentKenya
"Runda, Westlands",Townhouse,4,4,53.82,None,0,0,0,0,0,0,0,0,0,0,0,350000.0,6503.16,2026-02-22,2,February,0,BuyRentKenya
"Runda, Westlands",Townhouse,4,4,53.82,None,0,0,0,0,0,0,0,0,0,0,0,450000.0,8361.2,2026-02-22,2,February,0,BuyRentKenya
"Runda, Westlands",Townhouse,4,5,53.82,None,0,0,0,0,0,0,0,0,0,0,0,380000.0,7060.57,2026-02-22,2,February,0,BuyRentKenya
Lavington,Townhouse,4,0,1722.22,None,0,0,0,0,0,0,0,0,0,0,0,350000.0,203.23,2026-02-22,2,February,0,BuyRentKenya
Ngong,House,5,0,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,110000.0,42.58,2026-02-22,2,February,0,BuyRentKenya
"Kitisuru, Westlands",Townhouse,4,4,53.82,None,0,0,0,0,0,0,0,0,0,0,0,400000.0,7432.18,2026-02-22,2,February,0,BuyRentKenya
"Runda, Westlands",Townhouse,2,3,3229.17,None,0,0,0,0,0,0,0,0,0,0,0,200000.0,61.94,2026-02-22,2,February,0,BuyRentKenya
"Runda, Westlands",Townhouse,3,3,3229.17,None,0,0,0,0,0,0,0,0,0,0,0,360000.0,111.48,2026-02-22,2,February,0,BuyRentKenya
Lavington,Townhouse,6,7,1722.22,Staff quarters,1,0,0,0,0,0,0,0,1,0,0,190000.0,110.32,2026-02-22,2,February,0,BuyRentKenya
"Kyuna, Westlands",House,5,5,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,400000.0,154.84,2026-02-22,2,February,0,BuyRentKenya
Lavington,House,3,3,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,230000.0,89.03,2026-02-22,2,February,0,BuyRentKenya
"Kitisuru, Westlands",House,4,4,2583.34,Aircon,1,0,0,0,0,0,0,0,0,1,0,412800.0,159.79,2026-02-22,2,February,0,BuyRentKenya
Muthaiga,Villa,5,0,3772.75,Staff quarters,1,0,0,0,0,0,0,0,1,0,0,700000.0,185.54,2026-02-22,2,February,0,BuyRentKenya
"Loresho, Westlands",House,5,5,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,500000.0,193.55,2026-02-22,2,February,0,BuyRentKenya
"Tatu City, Ruiru",Townhouse,4,5,1722.22,None,0,0,0,0,0,0,0,0,0,0,0,380000.0,220.65,2026-02-22,2,February,0,BuyRentKenya
Kilimani,House,4,4,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,400000.0,154.84,2026-02-22,2,February,0,BuyRentKenya
"Gigiri, Westlands",House,5,5,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,450000.0,174.19,2026-02-22,2,February,0,BuyRentKenya
Karen,House,4,4,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,450000.0,174.19,2026-02-22,2,February,0,BuyRentKenya
Kileleshwa,Townhouse,5,5,1722.22,Security,1,0,0,0,1,0,0,0,0,0,0,400000.0,232.26,2026-02-22,2,February,0,BuyRentKenya
"Nyari, Westlands",House,5,5,247.57,None,0,0,0,0,0,0,0,0,0,0,0,250000.0,1009.82,2026-02-22,2,February,0,BuyRentKenya
Karen,Apartment,2,2,1506.95,None,0,0,0,0,0,0,0,0,0,0,0,250000.0,165.9,2026-02-22,2,February,0,BuyRentKenya
"Runda, Westlands",House,5,5,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,600000.0,232.26,2026-02-22,2,February,0,BuyRentKenya
"Lake View, Westlands",Townhouse,5,4,1722.22,Security,1,0,0,0,1,0,0,0,0,0,0,585000.0,339.68,2026-02-22,2,February,0,BuyRentKenya
"Lower Kabete, Westlands",Townhouse,5,6,1722.22,None,0,0,0,0,0,0,0,0,0,0,0,715000.0,415.16,2026-02-22,2,February,0,BuyRentKenya
"Thigiri, Westlands",House,4,4,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,490000.0,189.68,2026-02-22,2,February,0,BuyRentKenya
"Runda, Westlands",House,4,4,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,900000.0,348.39,2026-02-22,2,February,0,BuyRentKenya
"Runda, Westlands",Townhouse,3,3,1722.22,None,0,0,0,0,0,0,0,0,0,0,0,270000.0,156.77,2026-02-22,2,February,0,BuyRentKenya
Lavington,House,4,4,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,300000.0,116.13,2026-02-22,2,February,0,BuyRentKenya
"Kitisuru, Westlands",House,4,4,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,646000.0,250.06,2026-02-22,2,February,0,BuyRentKenya
"Nyari, Westlands",House,5,5,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,581000.0,224.9,2026-02-22,2,February,0,BuyRentKenya
Nyeri,Bungalow,3,3,1700.7,None,0,0,0,0,0,0,0,0,0,0,0,70000.0,41.16,2026-02-22,2,February,0,BuyRentKenya
"Lower Kabete, Westlands",Townhouse,5,6,1722.22,Aircon,1,0,0,0,0,0,0,0,0,1,0,709500.0,411.97,2026-02-22,2,February,0,BuyRentKenya
"Loresho, Westlands",Apartment,3,4,1506.95,Garden,1,0,0,0,0,1,0,0,0,0,0,412800.0,273.93,2026-02-22,2,February,0,BuyRentKenya
"Parklands, Westlands",House,5,4,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,400000.0,154.84,2026-02-22,2,February,0,BuyRentKenya
"Runda, Westlands",House,5,5,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,260000.0,100.64,2026-02-22,2,February,0,BuyRentKenya
Muthaiga,Townhouse,5,5,1722.22,None,0,0,0,0,0,0,0,0,0,0,0,1040000.0,603.87,2026-02-22,2,February,0,BuyRentKenya
Lavington,Townhouse,4,4,139.93,None,0,0,0,0,0,0,0,0,0,0,0,280000.0,2001.0,2026-02-22,2,February,0,BuyRentKenya
"Runda, Westlands",House,5,5,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,378000.0,146.32,2026-02-22,2,February,0,BuyRentKenya
"Runda, Westlands",House,5,5,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,541000.0,209.42,2026-02-22,2,February,0,BuyRentKenya
Langata,Townhouse,4,4,1722.22,Garden,1,0,0,0,0,1,0,0,0,0,0,70000.0,40.65,2026-02-22,2,February,0,BuyRentKenya
"Kyuna, Westlands",Townhouse,4,4,1722.22,None,0,0,0,0,0,0,0,0,0,0,0,330000.0,191.61,2026-02-22,2,February,0,BuyRentKenya
Kiambu Road,House,5,6,4876.05,None,0,0,0,0,0,0,0,0,0,0,0,250000.0,51.27,2026-02-22,2,February,0,BuyRentKenya
Lavington,Townhouse,5,5,1722.22,None,0,0,0,0,0,0,0,0,0,0,0,420000.0,243.87,2026-02-22,2,February,0,BuyRentKenya
"Kitisuru, Westlands",House,5,5,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,710700.0,275.11,2026-02-22,2,February,0,BuyRentKenya
"Runda, Westlands",House,4,4,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,478000.0,185.03,2026-02-22,2,February,0,BuyRentKenya
"Runda, Westlands",Townhouse,4,4,1722.22,None,0,0,0,0,0,0,0,0,0,0,0,412800.0,239.69,2026-02-22,2,February,0,BuyRentKenya
"Kitisuru, Westlands",House,2,2,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,277350.0,107.36,2026-02-22,2,February,0,BuyRentKenya
"Runda, Westlands",House,5,5,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,1200000.0,464.51,2026-02-22,2,February,0,BuyRentKenya
Kileleshwa,Townhouse,5,6,1722.22,None,0,0,0,0,0,0,0,0,0,0,0,190000.0,110.32,2026-02-22,2,February,0,BuyRentKenya
"Spring Valley, Westlands",Townhouse,4,4,1722.22,None,0,0,0,0,0,0,0,0,0,0,0,452300.0,262.63,2026-02-22,2,February,0,BuyRentKenya
"Runda, Westlands",House,4,4,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,450000.0,174.19,2026-02-22,2,February,0,BuyRentKenya
"Runda, Westlands",House,5,5,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,646000.0,250.06,2026-02-22,2,February,0,BuyRentKenya
"Kitisuru, Westlands",House,5,5,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,750000.0,290.32,2026-02-22,2,February,0,BuyRentKenya
Karen,Townhouse,5,4,1722.22,Garden,1,0,0,0,0,1,0,0,0,0,0,250000.0,145.16,2026-02-22,2,February,0,BuyRentKenya
"Runda, Westlands",House,4,4,2583.34,Aircon,1,0,0,0,0,0,0,0,0,1,0,300000.0,116.13,2026-02-22,2,February,0,BuyRentKenya
Karen,Bungalow,3,3,1700.7,Aircon,1,0,0,0,0,0,0,0,0,1,0,200000.0,117.6,2026-02-22,2,February,0,BuyRentKenya
Karen,House,5,5,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,270000.0,104.52,2026-02-22,2,February,0,BuyRentKenya
Karen,House,3,3,2583.34,Security,1,0,0,0,1,0,0,0,0,0,0,150000.0,58.06,2026-02-22,2,February,0,BuyRentKenya
Karen,House,4,4,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,350000.0,135.48,2026-02-22,2,February,0,BuyRentKenya
Karen,House,6,6,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,350000.0,135.48,2026-02-22,2,February,0,BuyRentKenya
"Spring Valley, Westlands",Townhouse,4,3,1722.22,Aircon,1,0,0,0,0,0,0,0,0,1,0,250000.0,145.16,2026-02-22,2,February,0,BuyRentKenya
"Westlands Area, Westlands",House,3,2,2583.34,Garden,1,0,0,0,0,1,0,0,0,0,0,200000.0,77.42,2026-02-22,2,February,0,BuyRentKenya
Lavington,Villa,5,7,3772.75,None,0,0,0,0,0,0,0,0,0,0,0,780000.0,206.75,2026-02-22,2,February,0,BuyRentKenya
Muthaiga,Townhouse,4,5,1722.22,"Aircon, Garden",2,0,0,0,0,1,0,0,0,1,0,550000.0,319.36,2026-02-22,2,February,0,BuyRentKenya
Lavington,Townhouse,5,5,1722.22,None,0,0,0,0,0,0,0,0,0,0,0,440000.0,255.48,2026-02-22,2,February,0,BuyRentKenya
"Nyari, Westlands",Apartment,2,2,1506.95,None,0,0,0,0,0,0,0,0,0,0,0,190000.0,126.08,2026-02-22,2,February,0,BuyRentKenya
"Spring Valley, Westlands",House,4,4,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,280000.0,108.39,2026-02-22,2,February,0,BuyRentKenya
"Kitisuru, Westlands",Townhouse,5,0,1722.22,Security,1,0,0,0,1,0,0,0,0,0,0,650000.0,377.42,2026-02-22,2,February,0,BuyRentKenya
Karen,House,5,5,2583.34,Aircon,1,0,0,0,0,0,0,0,0,1,0,450000.0,174.19,2026-02-22,2,February,0,BuyRentKenya
"Nyari, Westlands",House,4,4,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,250000.0,96.77,2026-02-22,2,February,0,BuyRentKenya
Lavington,House,4,0,2583.34,Aircon,1,0,0,0,0,0,0,0,0,1,0,650000.0,251.61,2026-02-22,2,February,0,BuyRentKenya
"Thigiri, Westlands",Bungalow,5,3,1700.7,None,0,0,0,0,0,0,0,0,0,0,0,350000.0,205.8,2026-02-22,2,February,0,BuyRentKenya
Lavington,Townhouse,4,4,1722.22,None,0,0,0,0,0,0,0,0,0,0,0,380000.0,220.65,2026-02-22,2,February,0,BuyRentKenya
"Thigiri, Westlands",Townhouse,5,6,1722.22,None,0,0,0,0,0,0,0,0,0,0,0,450000.0,261.29,2026-02-22,2,February,0,BuyRentKenya
Lavington,Bungalow,3,1,1700.7,None,0,0,0,0,0,0,0,0,0,0,0,230000.0,135.24,2026-02-22,2,February,0,BuyRentKenya
"Kitisuru, Westlands",House,4,4,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,390000.0,150.97,2026-02-22,2,February,0,BuyRentKenya
Karen,House,5,5,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,350000.0,135.48,2026-02-22,2,February,0,BuyRentKenya
For Rent: Kitisuru House,House,5,5,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,671000.0,259.74,2026-02-22,2,February,0,BuyRentKenya
"Loresho, Westlands",House,5,5,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,600000.0,232.26,2026-02-22,2,February,0,BuyRentKenya
Lavington,Townhouse,5,5,1722.22,None,0,0,0,0,0,0,0,0,0,0,0,360000.0,209.03,2026-02-22,2,February,0,BuyRentKenya
"Kitisuru, Westlands",House,2,2,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,300000.0,116.13,2026-02-22,2,February,0,BuyRentKenya
"Runda, Westlands",House,3,3,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,360000.0,139.35,2026-02-22,2,February,0,BuyRentKenya
"Runda, Westlands",House,4,4,2583.34,Garden,1,0,0,0,0,1,0,0,0,0,0,580500.0,224.71,2026-02-22,2,February,0,BuyRentKenya
Lavington,House,4,4,2583.34,Staff quarters,1,0,0,0,0,0,0,0,1,0,0,130000.0,50.32,2026-02-22,2,February,0,BuyRentKenya
Karen,House,5,4,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,460000.0,178.06,2026-02-22,2,February,0,BuyRentKenya
Kiambu Road,House,4,4,2583.34,Staff quarters,1,0,0,0,0,0,0,0,1,0,0,150000.0,58.06,2026-02-22,2,February,0,BuyRentKenya
Karen,House,5,5,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,490000.0,189.68,2026-02-22,2,February,0,BuyRentKenya
"Thigiri, Westlands",House,4,3,2583.34,Staff quarters,1,0,0,0,0,0,0,0,1,0,0,450000.0,174.19,2026-02-22,2,February,0,BuyRentKenya
Kiambu Road,Villa,4,5,3713.55,None,0,0,0,0,0,0,0,0,0,0,0,230000.0,61.94,2026-02-22,2,February,0,BuyRentKenya
Kiambu Road,House,4,4,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,200000.0,77.42,2026-02-22,2,February,0,BuyRentKenya
"Gigiri, Westlands",House,6,6,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,750000.0,290.32,2026-02-22,2,February,0,BuyRentKenya
"Runda, Westlands",House,4,4,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,451745.0,174.87,2026-02-22,2,February,0,BuyRentKenya
